id,cell_type,chdir_norm,ctrl_ids,curator,geo_id,hs_gene_symbol,mm_gene_symbol,organism,pert_ids,pert_type,platform,version
gene:1906,liver,,GSM642852|GSM642853|GSM642854|GSM642858|GSM642859|GSM642860,Andrew,GSE26188,JAK2,Jak2,mouse,GSM642855|GSM642856|GSM642857|GSM642861|GSM642862|GSM642863,knockout,GPL6246,1.0
gene:1907,cytotoxic T-lymphocytes,,GSM645610|GSM645612|GSM645614,Andrew,GSE26290,PDK1,Pdk1,mouse,GSM645607|GSM645608|GSM645609,knockout,GPL1261,1.0
gene:1900,U2OS,,GSM542331|GSM542332|GSM542333|GSM542334,Andrew,GSE21751,CDK9,Cdk9,human,GSM542327|GSM542328|GSM542329|GSM542330,knockdown,GPL6244,1.0
gene:1901,LSK cells,,GSM543489|GSM543490|GSM543491|GSM543492,Andrew,GSE21842,JAK2,Jak2,mouse,GSM543493|GSM543494|GSM543495|GSM543496,activemutant,GPL1261,1.0
gene:1902,MEFs,,GSM569459|GSM569461|GSM569463,Andrew,GSE23116,ATM,Atm,mouse,GSM569465|GSM569467|GSM569469,knockout,GPL7202,1.0
gene:1903,irradiated MEFs,,GSM569460|GSM569462|GSM569464,Andrew,GSE23116,ATM,Atm,mouse,GSM569466|GSM569468|GSM569470,knockout,GPL7202,1.0
gene:2619,OT-I T cells from spleen,,GSM1290674|GSM1290675|GSM1290676,AliDot,GSE53388,ARHGAP5,Arhgap5,mouse,GSM1290686|GSM1290687|GSM1290688,KD,GPL1261,1.0
gene:1908,cytotoxic T-lymphocytes,,GSM645610|GSM645612|GSM645614,Andrew,GSE26290,AKT1,Akt1,mouse,GSM645611|GSM645613|GSM645615,druginhibition,GPL1261,1.0
gene:1909,hepatocellular carcinoma,,GSM684868|GSM684869|GSM684870,Andrew,GSE27638,EGFR,Egfr,rat,GSM684865|GSM684866|GSM684867,druginhibition,GPL6101,1.0
gene:2825,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,ZBTB38,Zbtb38,human,GSM1224106|GSM1224116|GSM1224136,KD,GPL10558,1.0
gene:328,testis,,GSM85211|GSM85213,antons,GSE3676,CADM1,Cadm1,mouse,GSM85212|GSM85214,KO,GPL81,1.0
gene:329,splenic B cells,,GSM61837|GSM61838,antons,GSE2826,BTK,Btk,mouse,GSM61841|GSM61842,KO,GPL81,1.0
gene:458,GMP - bone marrow progenitor population,,GSM686826|GSM686827,cadimo,GSE27816,TET2,Tet2,mouse,GSM686828|GSM686829,KO,GPL1261,1.0
gene:459,HAECT - aortic endothelial cell line - 2 Hours,,GSM329070|GSM329082|GSM329092,cadimo,GSE13139,OLR1,Olr1,human,GSM329062|GSM329079|GSM329090,OE,GPL570,1.0
gene:452,AMuLV (pro-B Abelson leukemia virus transformed) cell line,,GSM833177|GSM833179|GSM833181,cadimo,GSE33709,GFI1B,Gfi1b,mouse,GSM833178|GSM833180|GSM833182,OE,GPL6246,1.0
gene:453,AF9 - Mixed Lineage Leukemia (MLL) cells - 3 days,,GSM636703|GSM636704|GSM636705|GSM636706,cadimo,GSE25911,DOT1L,Dot1l,mouse,GSM636698|GSM636699|GSM636700|GSM636701|GSM636702,DELETION,GPL1261,1.0
gene:450,liver,,GSM921442|GSM921443|GSM921444|GSM921445|GSM921446,zero323,GSE37546,ACADM,Acadm,mouse,GSM921452|GSM921453|GSM921454|GSM921455|GSM921456,KO,GPL1261,1.0
gene:2296,"Strain: C57BL/6J, Gender: Male, Age: 2 months, Tissue: Gastrocnemius Muscle",,GSM190635|GSM190636,gszeto,GSE7863,B4GALNT2,B4galnt2,mouse,GSM190639|GSM190640,OE,GPL1261,1.0
gene:456,LSK - bone marrow progenitor population,,GSM686818|GSM686819,cadimo,GSE27816,TET2,Tet2,mouse,GSM686820|GSM686821,KO,GPL1261,1.0
gene:457,CMP - bone marrow progenitor population,,GSM686822|GSM686823,cadimo,GSE27816,TET2,Tet2,mouse,GSM686824|GSM686825,KO,GPL1261,1.0
gene:326,brain striatum,,GSM135225|GSM135226|GSM135227,antons,GSE5786,PPARGC1A,Ppargc1a,mouse,GSM135217|GSM135219|GSM135221,KO,GPL1261,1.0
gene:455,AF9 - Mixed Lineage Leukemia (MLL) cells -  7 days,,GSM636720|GSM636721|GSM636722|GSM636723,cadimo,GSE25911,DOT1L,Dot1l,mouse,GSM636717|GSM636718|GSM636719,DELETION,GPL1261,1.0
gene:1879,RT112,,GSM1007034|GSM1007037|GSM1007040|GSM1007047|GSM1007048|GSM1007050|GSM1007051|GSM1007053|GSM1007054,Andrew,GSE41035,FGFR3,Fgfr3,human,GSM1007035|GSM1007036|GSM1007038|GSM1007039|GSM1007041|GSM1007042|GSM1007049|GSM1007052|GSM1007055,knockdown,GPL570,1.0
gene:2812,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,JUND,Jund,human,GSM1224061|GSM1224097|GSM1224169,KD,GPL10558,1.0
gene:1870,thyroid,,GSM270854|GSM271092|GSM271093,Andrew,GSE10743,RET,Ret,mouse,GSM271173|GSM271174|GSM271175,mutant,GPL1261,1.0
gene:1871,cord blood CD34+ cells,,GSM397303|GSM397307|GSM397311,Andrew,GSE15811,ABL1,Abl1,human,GSM397304|GSM397308|GSM397312,mutant,GPL570,1.0
gene:1872,cord blood CD34+ cells,,GSM397303|GSM397307|GSM397311,Andrew,GSE15811,FGFR1,Fgfr1,human,GSM397305|GSM397309|GSM397313,mutant,GPL570,1.0
gene:1873,ER+ breast tumor,,GSM547768|GSM547769|GSM547770|GSM547771|GSM547776|GSM547779|GSM547780|GSM547781|GSM547782|GSM547784|GSM547785|GSM547786|GSM547787|GSM547788|GSM547789|GSM547790|GSM547791|GSM547793|GSM547795|GSM547796|GSM547797|GSM547798|GSM547801|GSM547802|GSM547803|GSM547804|GSM547805|GSM547808|GSM547810,Andrew,GSE22035,PIK3CA,Pik3ca,human,GSM547772|GSM547773|GSM547774|GSM547775|GSM547777|GSM547778|GSM547783|GSM547792|GSM547794|GSM547799|GSM547800|GSM547806|GSM547807|GSM547809,mutant,GPL570,1.0
gene:2811,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,BCL3,Bcl3,human,GSM1224084|GSM1224143|GSM1224170,KD,GPL10558,1.0
gene:1876,MCF10,,GSM554579|GSM554580|GSM554581,Andrew,GSE22288,EGFR,Egfr,human,GSM554585|GSM554586|GSM554587,drugactivation,GPL6244,1.0
gene:1877,MCF10,,GSM554579|GSM554580|GSM554581,Andrew,GSE22288,ERBB3,Erbb3,human,GSM554588|GSM554589|GSM554590,drugactivation,GPL6244,1.0
gene:2724,lymphoid tumors,"{u'vals': [0.0878305770244, 0.0763540243546, 0.0650535918068, -0.0641670871877, -0.0641075080394, -0.0602462282613, -0.0580036641796, 0.05597441706, 0.0558566976217, 0.0527556181896, 0.0513404928536, -0.0505345033201, -0.0504164651026, -0.0494108127559, 0.049130112892, 0.0484718501179, -0.0471854525099, 0.0466615711309, -0.0463210062465, 0.0458734576531, -0.0456295814381, 0.0455369138908, -0.0455035223177, -0.0453261472308, 0.045271795196, 0.0451274487137, -0.0442263590301, -0.0439819676557, 0.0436262827517, -0.0434186055095, -0.0433715549402, -0.0432894191845, 0.043109866809, -0.042937181118, 0.0428815682985, 0.0428792483919, 0.0428040901771, -0.0427447041555, 0.0427237512418, -0.0426867408383, 0.0416227432924, -0.041193656705, -0.0409997277112, -0.0406635565588, 0.0406068868132, -0.0399904465621, 0.039570273438, 0.0395266310671, -0.0393903104494, 0.0392280273899, -0.0392166843338, -0.0390488112793, -0.0383817271755, -0.038259171658, -0.0381353817582, -0.0380897595146, -0.0379159638913, -0.0377294807553, -0.0377246303123, -0.0376127241165, -0.0375790084906, 0.0375497671291, -0.0373750021131, 0.0373406868239, 0.0372157374389, 0.037186088626, -0.0371022958238, -0.0367471946957, 0.0366947226106, -0.0366600221839, -0.0365597112387, 0.0365230440263, 0.0365008832102, -0.0364071391745, -0.0363638065395, -0.036274792591, -0.0362654331045, 0.0362425170553, -0.0361568980229, -0.036038757558, 0.0359413497962, 0.0358167985545, -0.0356313662147, 0.0355437098246, -0.0354923413193, -0.035484848667, 0.0353740549935, -0.0352027060021, 0.0349259905737, -0.0348574059265, -0.0347748647953, -0.034677893722, -0.0346212532871, -0.0346130847713, 0.0344917440349, -0.0344839312518, -0.0344616935476, -0.0343691982799, 0.0343001651706, -0.0342953246562, ...], u'genes': [u'Tnfaip3', u'Cxcl1', u'BC052688', u'C78344', u'AA517545', u'Myom2', u'Mlf1', u'Prl7a1', u'Cxcl2', u'Cd160', u'D2Ertd127e', u'Rbm22', u'Ltf', u'Ccr6', u'Khk', u'Bmp2k', u'Slc25a47', u'Mitf', u'Myzap', u'Calcr', u'Vmn1r45', u'Zfp354a', u'Prodh2', u'Gm13152', u'Gnb4', u'LOC544903///Igha///Igh-VJ558', u'Gm4297///Gm10230///Gm14632///Gm10488///Gm14819///Gm10486///Gm10058///Gm14525///Gm2012///Slx///Gm6121///Gm5935///Gm5934///Gm5169///Gm4836', u'Gnat2', u'Vmn2r123', u'Prl2c4///Prl2c3///Prl2c2', u'Scn9a', u'Snap91', u'Med11', u'Ctla2a', u'Spryd7', u'Prss2', u'Syce2', u'Gde1', u'Cdc73', u'Gm10169', u'Msmb', u'Myh1', u'Cck', u'Rfx1', u'Trpc6', u'Tdgf1', u'Gm16710///V165-D-J-C mu///Igh-VJ558', u'She', u'Commd5', u'Efna5', u'Fus', u'Rad54l', u'Xist', u'Cotl1', u'Gsta4', u'Pkib', u'Stra8', u'Csn1s1', u'A730034C02///Map2', u'Gm11346', u'Sass6', u'Ccl7', u'Ccr1', u'Ier3', u'Dusp8', u'Tnf', u'Slfn4///Slfn3', u'H19', u'Foxd3', u'Agpat6', u'Ryr1', u'Clvs1', u'Aoah', u'Spata5', u'Mb', u'H2afj', u'Retn', u'Nfkbia', u'Frmd5', u'Trp53bp1', u'Dusp1', u'C76554', u'Slco6c1', u'Trip13', u'Pgs1', u'Slc25a45', u'Gm2682', u'Gm10997', u'Gm20095', u'Gm1995///Gm7104', u'AI594671', u'Hgfac', u'Tubg2', u'Oog1', u'Odf2l', u'C78142', u'Fgf2', u'Edil3', u'Mtnr1a', u'Sycn', ...]}",GSM38269|GSM38270|GSM38271|GSM38272|GSM38273|GSM38274|GSM38275,mjafari,GSE2118,ATM,Atm,mouse,GSM38262|GSM38263|GSM38264|GSM38265|GSM38266|GSM38267|GSM38268,KO,GPL81,1.0
gene:2823,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,SREBF2,Srebf2,human,GSM1224074|GSM1224133|GSM1224144,KD,GPL10558,1.0
gene:2726,retinas,,GSM92629|GSM92630|GSM92631|GSM92632|GSM92633|GSM92634|GSM92635|GSM92636|GSM92637|GSM92638|GSM92639|GSM92640|GSM92641|GSM92642|GSM92643|GSM92644|GSM92645|GSM92646|GSM92647|GSM92648,mjafari,GSE4051,NRL,Nrl,mouse,GSM92610|GSM92611|GSM92612|GSM92613|GSM92614|GSM92615|GSM92616|GSM92617|GSM92618|GSM92619|GSM92620|GSM92621|GSM92622|GSM92623|GSM92624|GSM92625|GSM92626|GSM92627|GSM92628,KO,GPL1261,1.0
gene:2720,U2OS osteosarcoma cells,,GSM115523|GSM115525,Apozar,GSE5117,WT1,Wt1,human,GSM115522|GSM115524,OE,GPL96,1.0
gene:2723,gallbladder,,GSM74190|GSM74191|GSM74192|GSM74194,mjafari,GSE3293,LEP,Lep,mouse,GSM74081|GSM74083|GSM74171|GSM74189,KO,GPL1261,1.0
gene:2814,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,ZHX2,Zhx2,human,GSM1224095|GSM1224112|GSM1224165,KD,GPL10558,1.0
gene:2439,cell line: HCT116 Human colon cancer shRNA expressing: NFX1-91,,GSM580659|GSM580660|GSM580661,gszeto,GSE23674,NFXL1,Nfxl1,human,GSM580662|GSM580663|GSM580664,KD,GPL571,1.0
gene:2438,PPC1 prostate cancer cell line infected with lentivirus,,GSM538670|GSM538671|GSM538672,,GSE21561,CBFB,Cbfb,human,GSM538673|GSM538674|GSM538675,KD,GPL6480,1.0
gene:2431,Aorta,,GSM238478|GSM238479|GSM238480|GSM238481|GSM238482,cadimo,GSE9371,ESR2,Esr2,mouse,GSM238494|GSM238495|GSM238496,KO,GPL1261,1.0
gene:2430,Aorta,,GSM238478|GSM238479|GSM238480|GSM238481|GSM238482,cadimo,GSE9371,ESR1,Esr1,mouse,GSM238488|GSM238489|GSM238490,KO,GPL1261,1.0
gene:2433,Caudate-Putamen,,GSM781752|GSM781753,HollyWoodland,GSE31458,ACHE,Ache,mouse,GSM781756|GSM781757,AChE-S over-expressor mutation,GPL8321,1.0
gene:2432,Caudate-Putamen,,GSM781752|GSM781753,HollyWoodland,GSE31458,ACHE,Ache,mouse,GSM781760|GSM781761,AChE-R over-expressor mutation,GPL8321,1.0
gene:2435,heart,,GSM67362|GSM67363|GSM67364|GSM67365|GSM67366|GSM67367|GSM67368,HollyWoodland,GSE3067,THRB,Thrb,mouse,GSM67369|GSM67370|GSM67371|GSM67372|GSM67373|GSM67374|GSM67375,d337T mutation - dominant negative,GPL1261,1.0
gene:2434,lung,,GSM351095|GSM351144|GSM351145|GSM351146|GSM351147,HollyWoodland,GSE14277,TRAF3,Traf3,mouse,GSM351064|GSM351070|GSM351071|GSM351072|GSM351094,OE,GPL1261,1.0
gene:2437,extensor digitorum longus,,GSM1050271|GSM1050273,HollyWoodland,GSE42806,TTN,Ttn,human,GSM1050260|GSM1050263,TMD mutation,GPL570,1.0
gene:2436,heart,,GSM67362|GSM67363|GSM67364|GSM67365|GSM67366|GSM67367|GSM67368,HollyWoodland,GSE3067,PPARA,Ppara,mouse,GSM67376|GSM67377|GSM67378|GSM67379|GSM67380|GSM67381|GSM67382,OE,GPL1261,1.0
gene:984,cardiac tissue harvested 4-7 days post overexpression induction,,GSM80525|GSM80526|GSM80527,Xavier,GSE3530,HRAS,Hras,mouse,GSM80545|GSM80546|GSM80547,Selective cardiac induced overexpression of the gene for in male,GPL1261,1.0
gene:985,cardiac tissue harvested 2-4 weeks post overexpression induction,,GSM80525|GSM80526|GSM80527,Xavier,GSE3530,HRAS,Hras,mouse,GSM80551|GSM80552|GSM80553,,GPL1261,1.0
gene:986,Heart,,GSM135759|GSM135760|GSM135761,lhs,GSE5841,NACA,Naca,mouse,GSM135756|GSM135757|GSM135758,KO,GPL1261,1.0
gene:987,cardiac tissue harvested 2-4 weeks post overexpression induction,,GSM80525|GSM80526|GSM80527,Xavier,GSE3530,MAP2K3,Map2k3,mouse,GSM80556|GSM80557|GSM80558,Selective cardiac induced overexpression of the a constitutively,GPL1261,1.0
gene:980,megacariocyte progenitors,,GSM45790|GSM45791,Xavier,GSE2433,GATA1,Gata1,mouse,GSM45792|GSM45793,DeltaN mutation,GPL1261,1.0
gene:981,Small intestine,,GSM124308|GSM124309|GSM124310|GSM154798|GSM154799|GSM154800,shvetank,GSE6864,PPARA,Ppara,mouse,GSM124314|GSM124315|GSM124316|GSM154795|GSM154796|GSM154797,KO,GPL339,1.0
gene:982,skin,,GSM625965|GSM625966|GSM625967|GSM625968,lhs,GSE25480,ADAM10,Adam10,mouse,GSM625969|GSM625970|GSM625971|GSM625972,KO,GPL6246,1.0
gene:983,Pancreas,,GSM99696|GSM99762|GSM99776|GSM99780,shvetank,GSE4422,EIF2AK3,Eif2ak3,mouse,GSM99695|GSM99698|GSM99716|GSM99777,KO,GPL339,1.0
gene:2497,"cerebellum, 4w",,GSM205984|GSM205985,nbongio,GSE8307,PSAP,Psap,mouse,GSM205952|GSM205953,hypomorphic prosaposin deficiency,GPL1261,1.0
gene:2364,cochlea at P13,,GSM462019|GSM462020|GSM462021,nbongio,GSE18567,CHRNA9,,mouse,GSM462022|GSM462023|GSM462024,KO,GPL1261,1.0
gene:2248,LKR13,,GSM384915|GSM384916|GSM384917|GSM384918,OliFucMuc,GSE15326,WT1,Wt1,mouse,GSM384913|GSM384914,KO,GPL1261,1.0
gene:2249,liver tumor tissue,,GSM1067299|GSM1067300|GSM1067301|GSM1067302,OliFucMuc,GSE43628,CTNNB1,,mouse,GSM1067303|GSM1067304|GSM1067305|GSM1067306,KO,GPL6887,1.0
gene:2361,cortex,,GSM326524|GSM326525|GSM326526,nbongio,GSE13033,HTRA2,Htra2,mouse,GSM326527|GSM326528|GSM326529,KO,GPL1261,1.0
gene:2492,"cerebrum, 20d",,GSM205994|GSM205995,nbongio,GSE8307,PSAP,Psap,mouse,GSM205946|GSM205947,KO,GPL1261,1.0
gene:2363,cochlea at P7,,GSM462013|GSM462014|GSM462015,nbongio,GSE18567,CHRNA9,,mouse,GSM462016|GSM462017|GSM462018,KO,GPL1261,1.0
gene:2490,cerebellum,,GSM720604|GSM720605|GSM720606,candicek,GSE29081,GNB5,Gnb5,mouse,GSM720607|GSM720608|GSM720609,KO,GPL1261,1.0
gene:2714,Y375C,,GSM1267150|GSM1267151|GSM1267152|GSM1267153|GSM1267154|GSM1267155,Apozar,GSE52452,NR2C2,Nr2c2,human,GSM1267156|GSM1267157|GSM1267158|GSM1267159|GSM1267160|GSM1267161,KO,GPL6244,1.0
gene:2715,fibroblasts,,GSM992926|GSM992927,mjafari,GSE40404,LMNA,Lmna,human,GSM992923|GSM992924|GSM992925|GSM992928|GSM992929,OE,GPL570,1.0
gene:2240,"H1299, 12 h post GAPDH siRNA (lipofection)",,GSM393533|GSM393534,OliFucMuc,GSE15723,GAPDH,Gm20899,human,GSM393537|GSM393538,KD,GPL6102,1.0
gene:2241,"H1299, 24 h post GAPDH siRNA",,GSM393539|GSM393540,OliFucMuc,GSE15723,GAPDH,Gm20899,human,GSM393541|GSM393542,KD,GPL6102,1.0
gene:858,Embryonic fibroblasts - 2 DAYS,,GSM39246|GSM39247|GSM39248|GSM39249,cadimo,GSE2192,EBF1,Ebf1,mouse,GSM39254|GSM39255|GSM39256|GSM39257,OE,GPL81,1.0
gene:859,Embryonic fibroblasts -  4 DAYS,,GSM39258|GSM39259|GSM39260|GSM39261|GSM39262|GSM39263|GSM39264,cadimo,GSE2192,EBF1,Ebf1,mouse,GSM39272|GSM39273|GSM39274|GSM39275|GSM39276|GSM39277|GSM39278,OE,GPL81,1.0
gene:857,Embryonic fibroblasts - 0 DAY,,GSM39234|GSM39235|GSM39236|GSM39237,cadimo,GSE2192,EBF1,Ebf1,mouse,GSM39242|GSM39243|GSM39244|GSM39245,OE,GPL81,1.0
gene:852,Prefrontal cortex,,GSM636860|GSM636861|GSM636862,Xabi,GSE25926,APPL2,Appl2,mouse,GSM636866|GSM636867|GSM636868,KO,GPL1261,1.0
gene:853,Breast cancer cells,,GSM40651|GSM40652|GSM40653,cadimo,GSE2222,FOXM1,Foxm1,human,GSM40657|GSM40658|GSM40659,INACTIVATION - siRNA,GPL96,1.0
gene:851,Neonatal cardiomyocytes,,GSM71592|GSM71606|GSM71608,cadimo,GSE3181,SRF,Srf,mouse,GSM71610|GSM71612|GSM71613,NULL MUTATION,GPL1261,1.0
gene:2712,"brain hippocampi, cerebella, and cortices",,GSM53370|GSM53371|GSM53372|GSM53373|GSM53374|GSM53375|GSM53376|GSM53377|GSM53378,mjafari,GSE2866,ALDH5A1,Aldh5a1,mouse,GSM53361|GSM53362|GSM53363|GSM53364|GSM53365|GSM53366|GSM53367|GSM53368|GSM53369,KO,GPL81,1.0
gene:2713,cardiomyocytes,,GSM2334|GSM2335|GSM2336,mjafari,GSE760,CDKN1A,Cdkn1a,mouse,GSM11752|GSM11753|GSM11754,DN,GPL32,1.0
gene:2907,murine lung tissue,,GSM1060662|GSM1060664|GSM1060671|GSM1060673,HollyWoodland,GSE43337,CXCL5,,mouse,GSM1060663|GSM1060666|GSM1060672,KO,GPL7202,1.0
gene:2906,ARPE19,,GSM1516774|GSM1516777,HollyWoodland,GSE61900,RAP1A,Rap1a,human,GSM1516775|GSM1516776,KO,GPL10558,1.0
gene:44,mammary glands,,GSM322703|GSM322717|GSM322718,udicuty,GSE12881,CAV3,Cav3,mouse,GSM322719|GSM322721|GSM322722,KO,GPL1261,1.0
gene:46,heart,,GSM1019090|GSM1019091|GSM1019092|GSM1019093,carlfulp,GSE41558,NCOA2,Ncoa2,mouse,GSM1019094|GSM1019095|GSM1019096|GSM1019097,KO,GPL1261,1.0
gene:2828,spleen Ter19+CD71,,GSM1260396|GSM1260397|GSM1260398,Tolen,GSE52157,E2F8,E2f8,mouse,GSM1260399|GSM1260400|GSM1260401,KO,GPL6246,1.0
gene:40,LUNG,,GSM140827|GSM140863,cadimo,GSE6077,MYCN,Mycn,mouse,GSM140864|GSM140865,OE,GPL339,1.0
gene:41,C57BL/C pancreas,,GSM771022|GSM771023|GSM771024,cadimo,GSE31150,PEBP1,Pebp1,mouse,GSM771025|GSM771026|GSM771027,KO,GPL1261,1.0
gene:1474,sorted Ter119+CD71+ bone marrow cells,,GSM1325331|GSM1325332,FabioAmaral,GSE54864,PARP2,Parp2,mouse,GSM1325333|GSM1325334,KO,GPL6246,1.0
gene:1475,ES cells,,GSM1326660|GSM1326661|GSM1326662,FabioAmaral,GSE54931,SETD2,Setd2,mouse,GSM1326663|GSM1326664|GSM1326665,KO,GPL1261,1.0
gene:1477,Eed KO J1 ESCs on day 0,,GSM1197055|GSM1197067,FabioAmaral,GSE49305,EED,Eed,mouse,GSM1197054|GSM1197066,KO,GPL6246,1.0
gene:1471,memory B cells,,GSM1244380|GSM1244382,gszeto,GSE51382,FOXP1,,human,GSM1244379|GSM1244381,OE,GPL570,1.0
gene:1472,Bone marrow progenitors (c-Kit +),,GSM1265778|GSM1265782|GSM1265786,gszeto,GSE52416,ZFX,Zfx,mouse,GSM1265779|GSM1265783|GSM1265787,KO,GPL6246,1.0
gene:1473,heart left ventricle,,GSM206351|GSM206352|GSM206353,gszeto,GSE8322,ATF6,Atf6,mouse,GSM205922|GSM205923|GSM206335,tamoxifen-induced activation,GPL1261,1.0
gene:1157,Embryonic Stem cells,,GSM34819|GSM34820|GSM34826|GSM34827|GSM34834|GSM34835,HollyWoodland,GSE1948,SRF,Srf,mouse,GSM34825|GSM34832|GSM34833|GSM34840|GSM34841,KO,GPL32,1.0
gene:1158,Embryonic Stem cells,,GSM34819|GSM34820|GSM34826|GSM34827|GSM34834|GSM34835,HollyWoodland,GSE1948,SRF,Srf,mouse,GSM34823|GSM34824|GSM34830|GSM34831|GSM34838|GSM34839,KO,GPL32,1.0
gene:1478,Eed KO J1 ESCs on day 3,,GSM1197059|GSM1197071,FabioAmaral,GSE49305,EED,Eed,mouse,GSM1197058|GSM1197070,KO,GPL6246,1.0
gene:1479,Eed KO J1 ESCs on day 7,,GSM1197063|GSM1197075,FabioAmaral,GSE49305,EED,Eed,mouse,GSM1197062|GSM1197074,KO,GPL6246,1.0
gene:2829,spleen Ter19+CD71,,GSM1260396|GSM1260397|GSM1260398,Tolen,GSE52157,RB1,Rb1,mouse,GSM1260402|GSM1260403|GSM1260404,KO,GPL6246,1.0
gene:1672,ES cells (Neural differentiation) day 2,,GSM850879|GSM850880,FabioAmaral,GSE34551,NPTX1,Nptx1,human,GSM850894|GSM850895|GSM850896,KD,GPL6244,1.0
gene:1673,ES cells (Neural differentiation) day 3,,GSM850882|GSM850883|GSM850884,FabioAmaral,GSE34551,NPTX1,Nptx1,human,GSM850897|GSM850898|GSM850899,KO,GPL6244,1.0
