id,cell_type,ctrl_ids,curator,disease_name,do_id,geo_id,organism,pert_ids,platform,umls_cui,version
dz:590,ascending colon,GSM282891|GSM282892|GSM282893|GSM282894|GSM282895|GSM282896|GSM282897|GSM282898|GSM282899|GSM282900|GSM282901|GSM282906|GSM282908|GSM282911|GSM282916|GSM282919|GSM282923,MicrotaskManic,ulcerative colitis,DOID:8577,GSE11223,human,GSM282931|GSM282939|GSM282981|GSM282983|GSM282985|GSM283000|GSM283001|GSM283002|GSM283003|GSM283004|GSM283005|GSM283006|GSM283007|GSM283008|GSM283009|GSM283010|GSM283011|GSM283022|GSM283034|GSM283049|GSM283051,GPL1708,C0375359,1.0
dz:591,ascending colon,GSM282891|GSM282892|GSM282893|GSM282894|GSM282895|GSM282896|GSM282897|GSM282898|GSM282899|GSM282900|GSM282901|GSM282906|GSM282908|GSM282911|GSM282916|GSM282919|GSM282923,MicrotaskManic,ulcerative colitis,DOID:8577,GSE11223,human,GSM282980|GSM282982|GSM282984|GSM282986|GSM282997|GSM283012|GSM283027|GSM283031|GSM283039|GSM283044|GSM283047,GPL1708,C0375359,1.0
dz:375,Fibroblast,GSM217644|GSM217645|GSM217646|GSM217647|GSM217648|GSM217649|GSM217650|GSM217651|GSM217652|GSM217653|GSM217654|GSM217655|GSM217656|GSM217657|GSM217658|GSM217659|GSM217660|GSM217661|GSM217662|GSM217663|GSM217664|GSM217665|GSM217666|GSM217667|GSM217668|GSM217669|GSM217670|GSM217671|GSM217672|GSM217673|GSM217674|GSM217675|GSM217676|GSM217677|GSM217678|GSM217679|GSM217680|GSM217681|GSM217682|GSM217683|GSM217684,Joel.Dudley,Marfan syndrome,DOID:14323,GSE8759,human,GSM217685|GSM217686|GSM217687|GSM217688|GSM217689|GSM217690|GSM217691|GSM217692|GSM217693|GSM217694|GSM217695|GSM217696|GSM217697|GSM217698|GSM217699|GSM217700|GSM217701|GSM217702|GSM217703|GSM217704|GSM217705|GSM217706|GSM217707|GSM217708|GSM217709|GSM217710|GSM217711|GSM217712|GSM217713|GSM217714|GSM217715|GSM217716|GSM217717|GSM217718|GSM217719|GSM217720|GSM217721|GSM217722|GSM217723|GSM217724|GSM217725|GSM217726|GSM217727|GSM217728|GSM217729|GSM217730|GSM217731|GSM217732|GSM217733|GSM217734|GSM217735|GSM217736|GSM217737|GSM217738|GSM217739|GSM217740|GSM217741|GSM217742|GSM217743|GSM217744,GPL538,C0024796,1.0
dz:377,B Cell Lymphocyte,GSM254424|GSM254429|GSM254430|GSM254431,Joel.Dudley,multiple sclerosis,DOID:2377,GSE10064,human,GSM254422|GSM254423|GSM254425|GSM254426|GSM254427|GSM254428,GPL2895,C0026769,1.0
dz:373,Myocardial tissue,GSM8929|GSM8930|GSM8936|GSM8937|GSM8938|GSM8939,Joel.Dudley,Transplanted Heart Complication,,GSE582,mouse,GSM8928|GSM8934|GSM8935,GPL81,C0340529,1.0
dz:576,PBMC (peripheral blood mononuclear cells),GSM340184|GSM340185|GSM340186|GSM340187|GSM340189|GSM340190|GSM340191|GSM340192|GSM340193|GSM340194|GSM340195|GSM340196|GSM340197|GSM340198|GSM340199|GSM340200|GSM340201|GSM340202|GSM340203|GSM340204|GSM340205|GSM340206|GSM340207|GSM340237|GSM340238|GSM340239|GSM340240|GSM340241|GSM340242,MicrotaskManic,arthritis,DOID:848,GSE21521,human,GSM537580|GSM537581,GPL570,C0003864,1.0
dz:574,PBMC (peripheral blood mononuclear cells),GSM340184|GSM340185|GSM340186|GSM340187|GSM340189|GSM340190|GSM340191|GSM340192|GSM340193|GSM340194|GSM340195|GSM340196|GSM340197|GSM340198|GSM340199|GSM340200|GSM340201|GSM340202|GSM340203|GSM340204|GSM340205|GSM340206|GSM340207|GSM340237|GSM340238|GSM340239|GSM340240|GSM340241|GSM340242,MicrotaskManic,arthritis,DOID:848,GSE21521,human,GSM340358|GSM340359|GSM340361|GSM340362|GSM340363|GSM340364|GSM340365|GSM340366|GSM340367|GSM340368|GSM340369|GSM340370|GSM340371|GSM340372|GSM340373|GSM340375|GSM340376|GSM340378,GPL570,C0003864,1.0
dz:575,PBMC (peripheral blood mononuclear cells),GSM340184|GSM340185|GSM340186|GSM340187|GSM340189|GSM340190|GSM340191|GSM340192|GSM340193|GSM340194|GSM340195|GSM340196|GSM340197|GSM340198|GSM340199|GSM340200|GSM340201|GSM340202|GSM340203|GSM340204|GSM340205|GSM340206|GSM340207|GSM340237|GSM340238|GSM340239|GSM340240|GSM340241|GSM340242,MicrotaskManic,arthritis,DOID:848,GSE21521,human,GSM340243|GSM340244|GSM340246|GSM340247|GSM340248|GSM340249|GSM340250|GSM340251|GSM340252|GSM340253|GSM340254|GSM340256|GSM340258|GSM340259|GSM340260|GSM340261|GSM340262|GSM340263|GSM340264|GSM340265|GSM340266|GSM340267|GSM340268|GSM340269|GSM340270|GSM537574,GPL570,C0003864,1.0
dz:578,PBMC (peripheral blood mononuclear cells),GSM340184|GSM340185|GSM340186|GSM340187|GSM340189|GSM340190|GSM340191|GSM340192|GSM340193|GSM340194|GSM340195|GSM340196|GSM340197|GSM340198|GSM340199|GSM340200|GSM340201|GSM340202|GSM340203|GSM340204|GSM340205|GSM340206|GSM340207|GSM340237|GSM340238|GSM340239|GSM340240|GSM340241|GSM340242,MicrotaskManic,arthritis,DOID:848,GSE21521,human,GSM340314|GSM340315|GSM340317|GSM340318|GSM340319|GSM340320|GSM340321|GSM340322|GSM340324|GSM340328|GSM340330|GSM340332|GSM340333|GSM340336|GSM340337|GSM340338|GSM340339|GSM340340|GSM340341|GSM340343|GSM340344|GSM340346|GSM340347|GSM340348|GSM340349|GSM340350|GSM340351|GSM340354|GSM340356|GSM340357|GSM348183|GSM348191|GSM348193|GSM537578,GPL570,C0003864,1.0
dz:579,PBMC (peripheral blood mononuclear cells),GSM340184|GSM340185|GSM340186|GSM340187|GSM340189|GSM340190|GSM340191|GSM340192|GSM340193|GSM340194|GSM340195|GSM340196|GSM340197|GSM340198|GSM340199|GSM340200|GSM340201|GSM340202|GSM340203|GSM340204|GSM340205|GSM340206|GSM340207|GSM340237|GSM340238|GSM340239|GSM340240|GSM340241|GSM340242,MicrotaskManic,arthritis,DOID:848,GSE21521,human,GSM348181|GSM348182|GSM348184|GSM348185|GSM348186|GSM348187|GSM348188|GSM348189|GSM348190|GSM348194|GSM348195|GSM348196|GSM537585|GSM537594|GSM537596,GPL570,C0003864,1.0
dz:502,HT29 Colo205,GSM846889|GSM846891,alanstern,colon cancer,DOID:219,GSE34299,human,GSM846890|GSM846892,GPL570,C0007102,1.0
dz:394,Blood,GSM90129|GSM90132|GSM90134|GSM90135|GSM90137|GSM90140|GSM90141|GSM90142|GSM90143|GSM90144|GSM90146|GSM90148|GSM90153|GSM90154|GSM90155|GSM90156|GSM90158|GSM90159|GSM90160|GSM90162|GSM90164|GSM90165,Joel.Dudley,Meningococcal infection,,GSE3934,human,GSM90124|GSM90125|GSM90126|GSM90127|GSM90128|GSM90130|GSM90131|GSM90133|GSM90136|GSM90138|GSM90139|GSM90145|GSM90147|GSM90149|GSM90150|GSM90151|GSM90152|GSM90157|GSM90161|GSM90163,GPL3293,C0025303,1.0
dz:1029,peripheral blood lymphocytes,GSM627074|GSM627077|GSM627082|GSM627093|GSM627120|GSM627124,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE25507,human,GSM627138|GSM627175,GPL570,,1.0
dz:393,Endometrium,GSM150196|GSM150197|GSM150198|GSM150199|GSM150201|GSM150208|GSM150209|GSM150210|GSM150220|GSM150221|GSM150222|GSM150223|GSM150224|GSM150225|GSM150226|GSM150227,Joel.Dudley,endometriosis,DOID:289,GSE6364,human,GSM150190|GSM150191|GSM150192|GSM150193|GSM150194|GSM150195|GSM150202|GSM150203|GSM150204|GSM150205|GSM150206|GSM150207|GSM150211|GSM150212|GSM150213|GSM150214|GSM150215|GSM150216|GSM150217|GSM150218|GSM150219,GPL570,C0014175,1.0
dz:292,Skeletal muscle,GSM155631|GSM155643|GSM155644|GSM155729|GSM156170|GSM156171|GSM156176|GSM156177|GSM156178|GSM156179|GSM156180|GSM156181|GSM156184,Joel.Dudley,polycystic ovary syndrome,DOID:11612,GSE6798,human,GSM156186|GSM156187|GSM156510|GSM156511|GSM156512|GSM156749|GSM156750|GSM156751|GSM156752|GSM156753|GSM156763|GSM156946|GSM156948|GSM156949|GSM156950|GSM156951,GPL570,C0032460,1.0
dz:291,Endocrine Pancreas - Islet Cell of Langerhans - Beta Cell (MMHCC),GSM27063|GSM27148|GSM27150|GSM27152|GSM27156|GSM27159|GSM27161|GSM27165|GSM27169|GSM27171|GSM27203|GSM27204|GSM27205|GSM27206|GSM27207,Joel.Dudley,type 2 diabetes mellitus,DOID:9352,GSE6428,rat,GSM27147|GSM27149|GSM27151|GSM27153|GSM27157|GSM27160|GSM27163|GSM27167|GSM27170|GSM27172,GPL341,C0011860,1.0
dz:390,frontal cortex,GSM160306|GSM160308|GSM160310,Joel.Dudley,Rett syndrome,DOID:1206,GSE6955,human,GSM160307|GSM160309|GSM160311,GPL8300,C0035372,1.0
dz:391,CNS - Brain - Hippocampus (MMHCC),GSM32070|GSM32071|GSM32072|GSM32076|GSM32077|GSM32078|GSM32082|GSM32083|GSM32084|GSM32088|GSM32089|GSM32090|GSM32091|GSM32092|GSM32093|GSM32123|GSM32124|GSM32125|GSM32129|GSM32130|GSM32131|GSM32135|GSM32136|GSM32137|GSM32141|GSM32142|GSM32143|GSM32147|GSM32148|GSM32149,Joel.Dudley,status epilepticus,DOID:1824,GSE4236,rat,GSM32067|GSM32068|GSM32069|GSM32073|GSM32074|GSM32075|GSM32079|GSM32080|GSM32081|GSM32085|GSM32086|GSM32087|GSM32094|GSM32095|GSM32096|GSM32126|GSM32127|GSM32128|GSM32132|GSM32133|GSM32134|GSM32138|GSM32139|GSM32140|GSM32144|GSM32145|GSM32146|GSM32150|GSM32151|GSM32152,GPL85,C0038220,1.0
dz:116,CNS - Brain (MMHCC),GSM40663|GSM40667|GSM40675|GSM40703,Joel.Dudley,oligodendroglioma,DOID:3181,GSE2223,human,GSM40660|GSM40668|GSM40678|GSM40679|GSM40686|GSM40687|GSM40691|GSM40699,GPL1833,C0028945,1.0
dz:927,nickel-allergic patients whose SKINS were exposed to nickel - 48 hours,GSM144311|GSM144369|GSM144373|GSM144419,cadimo,allergic contact dermatitis,DOID:3042,GSE6281,human,GSM144432|GSM144439|GSM144448,GPL570,C0162820,1.0
dz:1068,Substantia nigra - Braak &Icirc;&plusmn;-synuclein stage 3-4,GSM1192691|GSM1192692|GSM1192693|GSM1192694|GSM1192695|GSM1192696|GSM1192697|GSM1192698,cadimo,Lewy body dementia,DOID:12217,GSE49036,human,GSM1192704|GSM1192705|GSM1192706|GSM1192707|GSM1192708|GSM1192709|GSM1192710,GPL570,C0752347,1.0
dz:115,Myocardial tissue,GSM244338|GSM245340|GSM245343|GSM245878|GSM245879|GSM245890|GSM245891|GSM245892|GSM246118,Joel.Dudley,dilated cardiomyopathy,DOID:12930,GSE9800,human,GSM245880|GSM245881|GSM245886|GSM245888|GSM245889|GSM245965|GSM245966|GSM245967|GSM245968|GSM245969|GSM245970|GSM245973,GPL887,C0007193,1.0
dz:596,Esopahgus endoscopic biopsies,GSM851993|GSM851994|GSM851995|GSM851996|GSM851997|GSM851998|GSM851999|GSM852000,cadimo,Barrett's esophagus,DOID:9206,GSE34619,human,GSM851983|GSM851984|GSM851985|GSM851986|GSM851987|GSM851988|GSM851989|GSM851990|GSM851991|GSM851992,GPL6244,C0004763,1.0
dz:491,Retina,GSM685990|GSM685991|GSM685992|GSM685993|GSM685994|GSM685995|GSM685996|GSM685997|GSM685998|GSM685999,zero323,glaucoma,DOID:1686,GSE26299,mouse,GSM685980|GSM685981|GSM685982|GSM685983|GSM685984|GSM685985|GSM685986|GSM685987|GSM685988|GSM685989,GPL1261,C0017601,1.0
dz:490,Retina,GSM685990|GSM685991|GSM685992|GSM685993|GSM685994|GSM685995|GSM685996|GSM685997|GSM685998|GSM685999,zero323,glaucoma,DOID:1686,GSE26299,mouse,GSM685972|GSM685973|GSM685974|GSM685975|GSM685976|GSM685977|GSM685978|GSM685979,GPL1261,C0017601,1.0
dz:598,Huh7 hepatoma cells (infected with JFH-1 HCV) - 12 Hours post-infection,GSM523816|GSM523817|GSM523818,cadimo,hepatitis C,DOID:1883,GSE20948,human,GSM523802|GSM523803|GSM523804,GPL570,C0019196,1.0
dz:967,vulvar intraepithelial neoplasia (VIN) lesions,GSM129237|GSM129241|GSM129249|GSM129250|GSM129251|GSM129252|GSM129253|GSM129254|GSM129255,cadimo,Vulvar intraepithelial tumor,,GSE5563,human,GSM129238|GSM129239|GSM129240|GSM129242|GSM129243|GSM129245|GSM129246|GSM129247|GSM129248,GPL570,C0346210,1.0
dz:599,Huh7 hepatoma cells (infected with JFH-1 HCV) - 18 Hours post-infection,GSM523819|GSM523820|GSM523821,cadimo,hepatitis C,DOID:1883,GSE20948,human,GSM523805|GSM523806|GSM523807,GPL570,C0019196,1.0
dz:18,Muscle - Striated (Skeletal) (MMHCC),GSM50481|GSM50483|GSM50484|GSM50494|GSM50495|GSM50497,Joel.Dudley,muscular dystrophy,DOID:9884,GSE2629,mouse,GSM50476|GSM50477|GSM50478|GSM50486|GSM50487|GSM50490,GPL81,C0026850,1.0
dz:610,Epithelial cells (pancreatic duct),GSM490138|GSM490139|GSM490140|GSM490141|GSM490142|GSM490143|GSM490144,cadimo,pancreatic invasive intraductal papillary-mucinous carcinoma,DOID:8150,GSE19650,human,GSM490157|GSM490158|GSM490159,GPL570,C1518871,1.0
dz:493,Huh-7,GSM262719|GSM262720,alanstern,hepatocellular carcinoma,DOID:684,GSE10393,human,GSM262717|GSM262718,GPL3921,C0279607,1.0
dz:712,Circulating CD4+ T-cells (severe asthma),GSM788303|GSM788304|GSM788305|GSM788306|GSM788307|GSM788308|GSM788309|GSM788310,cadimo,asthma,DOID:2841,GSE31773,human,GSM788311|GSM788312|GSM788313|GSM788314|GSM788315|GSM788316|GSM788317|GSM788318,GPL570,C0004096,1.0
dz:492,OVE26 type 1,GSM519444|GSM519445|GSM519766,alanstern,glomerulosclerosis,DOID:0050851,GSE20844,mouse,GSM519813|GSM519814|GSM519815|GSM519816,GPL1261,,1.0
dz:592,entorhinal cortex neurons,GSM107522|GSM107524|GSM107526|GSM107528|GSM107530|GSM107532|GSM107534|GSM107536|GSM107538|GSM107540,saulc07,Alzheimer's disease,DOID:10652,GSE4757,human,GSM107523|GSM107525|GSM107527|GSM107529|GSM107531|GSM107533|GSM107535|GSM107537|GSM107539|GSM107541,GPL570,C0002395,1.0
dz:631,Fra-1 null mice,GSM1068446|GSM1068447|GSM1068448,justinenoel,pulmonary fibrosis,DOID:3770,GSE43695,mouse,GSM1068452|GSM1068453|GSM1068454,GPL6246,C0034069,1.0
dz:818,endometrial tissue,GSM1174408|GSM1174409|GSM1174410|GSM1174411|GSM1174412|GSM1174413|GSM1174414|GSM1174415|GSM1174416|GSM1174417|GSM1174418|GSM1174419|GSM1174420|GSM1174421|GSM1174422,gswaminath,polycystic ovary syndrome,DOID:11612,GSE48301,human,GSM1174423|GSM1174424|GSM1174425|GSM1174426|GSM1174427|GSM1174428|GSM1174429|GSM1174430|GSM1174431|GSM1174432|GSM1174433|GSM1174434|GSM1174435|GSM1174436,GPL6244,C0032460,1.0
dz:218,CNS - Brain (MMHCC),GSM27455|GSM27458|GSM27459|GSM27460|GSM27461,Joel.Dudley,Turner syndrome,DOID:3491,GSE1606,mouse,GSM27444|GSM27445|GSM27448|GSM27449|GSM27450,GPL81,C0041408,1.0
dz:749,CD34+ hematopoietic stem cells (refractory anemia with excess blasts 2),GSM483480|GSM483481|GSM483482|GSM483483|GSM483484|GSM483485|GSM483486|GSM483487|GSM483488|GSM483489|GSM483490|GSM483491|GSM483492|GSM483493|GSM483494|GSM483495|GSM483496,cadimo,myelodysplastic syndrome,DOID:0050908,GSE19429,human,GSM483304|GSM483315|GSM483320|GSM483325|GSM483329|GSM483331|GSM483334|GSM483341|GSM483343|GSM483344|GSM483347|GSM483348|GSM483349|GSM483350|GSM483356|GSM483362|GSM483365|GSM483367|GSM483369|GSM483370|GSM483375|GSM483376|GSM483377|GSM483378|GSM483385|GSM483402|GSM483403|GSM483406|GSM483407|GSM483408|GSM483414|GSM483415|GSM483424|GSM483437|GSM483439|GSM483440|GSM483446|GSM483449|GSM483454|GSM483456|GSM483460|GSM483463|GSM483471,GPL570,,1.0
dz:748,CD34+ hematopoietic stem cells (refractory anemia with excess blasts 1),GSM483480|GSM483481|GSM483482|GSM483483|GSM483484|GSM483485|GSM483486|GSM483487|GSM483488|GSM483489|GSM483490|GSM483491|GSM483492|GSM483493|GSM483494|GSM483495|GSM483496,cadimo,myelodysplastic syndrome,DOID:0050908,GSE19429,human,GSM483300|GSM483308|GSM483310|GSM483311|GSM483323|GSM483338|GSM483353|GSM483361|GSM483363|GSM483364|GSM483366|GSM483368|GSM483371|GSM483372|GSM483373|GSM483374|GSM483379|GSM483380|GSM483381|GSM483389|GSM483404|GSM483405|GSM483410|GSM483411|GSM483413|GSM483416|GSM483417|GSM483419|GSM483427|GSM483433|GSM483434|GSM483445|GSM483459|GSM483465|GSM483470|GSM483473|GSM483478,GPL570,,1.0
dz:211,CNS - Spinal Cord (MMHCC),GSM9652|GSM9664|GSM9665,Joel.Dudley,Spinal Cord Injury,,GSE633,rat,GSM9666|GSM9667|GSM9668,GPL479,C0037929,1.0
dz:262,CNS - Brain (MMHCC),GSM2204|GSM2205|GSM2206,Joel.Dudley,cerebral infarction,DOID:3526,GSE63,mouse,GSM2210|GSM2211|GSM2212,GPL81,C0007785,1.0
dz:593,sigmoid colon,GSM282917|GSM282922|GSM282926,MicrotaskManic,ulcerative colitis,DOID:8577,GSE11223,human,GSM282929|GSM282933|GSM282936|GSM282937|GSM282942|GSM282945|GSM282954|GSM282961|GSM282964|GSM282965|GSM282967|GSM282969|GSM282970|GSM282972|GSM282973|GSM282975|GSM282996|GSM282999|GSM283014|GSM283019|GSM283026|GSM283029|GSM283030|GSM283033|GSM283035|GSM283036|GSM283038|GSM283046|GSM283050|GSM283053|GSM283055|GSM283056,GPL1708,C0375359,1.0
dz:371,Blood neutrophil,GSM14525|GSM14526|GSM14527|GSM14528|GSM14529|GSM14530|GSM14531|GSM14532|GSM14533|GSM14534|GSM14535|GSM14536|GSM14537|GSM14538|GSM14539|GSM14540|GSM14541|GSM14542|GSM14543|GSM14544|GSM14545|GSM14546|GSM14547|GSM14548|GSM14549|GSM14550|GSM14551|GSM14552,Joel.Dudley,chronic granulomatous disease,DOID:3265,GSE935,human,GSM14553|GSM14554|GSM14555|GSM14556|GSM14557|GSM14558|GSM14559|GSM14560|GSM14561|GSM14562|GSM14563|GSM14564|GSM14565|GSM14566|GSM14567|GSM14568|GSM14569|GSM14570|GSM14571|GSM14572|GSM14573|GSM14574|GSM14575|GSM14576|GSM14577|GSM14578|GSM14579|GSM14580|GSM14581|GSM14582|GSM14583|GSM14584|GSM14585|GSM14586|GSM14587,GPL8300,C0018203,1.0
dz:910,Monocytes - Homozygous FH,GSM140244|GSM140245|GSM140246|GSM140247|GSM140248|GSM140249|GSM140250|GSM140251|GSM140252|GSM140253|GSM140254|GSM140255|GSM140256,cadimo,familial hypercholesterolemia,DOID:13810,GSE6054,human,GSM140233|GSM140234|GSM140235|GSM140237,GPL570,C0020445,1.0
dz:372,Hepatic Tissue,GSM32440|GSM32441|GSM32442,Joel.Dudley,liver cirrhosis,DOID:5082,GSE1843,rat,GSM32443|GSM32444|GSM32445,GPL341,C0023890,1.0
dz:911,Retina (adult CD-1 animals) - 5 weeks,GSM315895|GSM315896,cadimo,diabetic retinopathy,DOID:8947,GSE12610,mouse,GSM315892|GSM315893,GPL1261,C0011884,1.0
dz:360,Bronchial epithelium,GSM65724|GSM65727|GSM65730|GSM65733|GSM65735,Joel.Dudley,allergic asthma,DOID:9415,GSE3004,human,GSM65722|GSM65725|GSM65729|GSM65731|GSM65734,GPL8300,C0155877,1.0
dz:494,Thymus,GSM589449|GSM589467|GSM589470|GSM589491,MicrotaskManic,Down syndrome,DOID:14250,GSE23910,human,GSM589475|GSM589488|GSM589489|GSM589490,GPL6480,C0013080,1.0
dz:107,frontal cortex,GSM123212|GSM123213|GSM123214|GSM123215|GSM123216|GSM123217|GSM123218|GSM123219|GSM123220|GSM123221|GSM123222|GSM123223|GSM123224|GSM123225|GSM123226|GSM123227|GSM123228|GSM123229|GSM123230|GSM123231|GSM123232|GSM123233|GSM123234|GSM123235|GSM123236|GSM123237|GSM123238|GSM123239|GSM123240|GSM123241|GSM123242,Joel.Dudley,bipolar disorder,DOID:3312,GSE5388,human,GSM123182|GSM123183|GSM123184|GSM123185|GSM123186|GSM123187|GSM123188|GSM123189|GSM123190|GSM123191|GSM123192|GSM123193|GSM123194|GSM123195|GSM123196|GSM123197|GSM123198|GSM123199|GSM123200|GSM123201|GSM123202|GSM123203|GSM123204|GSM123205|GSM123206|GSM123207|GSM123208|GSM123209|GSM123210|GSM123211,GPL96,C0005586,1.0
dz:105,CNS - Brain - Cerebellum (MMHCC),GSM27472|GSM27473|GSM27474|GSM27475|GSM27476|GSM27477,Joel.Dudley,Down syndrome,DOID:14250,GSE1611,mouse,GSM27478|GSM27479|GSM27480|GSM27481|GSM27482|GSM27483,GPL81,C0013080,1.0
dz:102,Muscle - Striated (Skeletal) (MMHCC),GSM24652|GSM24653|GSM24654,Joel.Dudley,MELAS syndrome,DOID:3687,GSE1462,human,GSM24655|GSM24656|GSM24657|GSM24658,GPL96,C0162671,1.0
dz:101,Muscle tissue,GSM10045|GSM10046|GSM10047|GSM10048|GSM10049|GSM10050,Joel.Dudley,muscular atrophy,DOID:767,GSE4492,rat,GSM10051|GSM10052|GSM10053|GSM10054|GSM10055|GSM10056|GSM10057|GSM10058|GSM10059|GSM10060|GSM10061|GSM10062|GSM17357|GSM17358|GSM17359|GSM17360|GSM17361,GPL153,C0026846,1.0
dz:497,macrophage,GSM787940|GSM787942|GSM787944|GSM787946|GSM787948|GSM787950,alanstern,Ebola hemorrhagic fever,DOID:4325,GSE31747,human,GSM787941|GSM787943|GSM787945|GSM787947|GSM787949|GSM787951,GPL8300,C0282687,1.0
dz:917,Esophageal squamous epithelium,GSM327642|GSM327643|GSM327644|GSM327645|GSM327646|GSM327647|GSM327648,cadimo,Barrett's esophagus,DOID:9206,GSE13083,human,GSM327649|GSM327650|GSM327651|GSM327652|GSM327653|GSM327654|GSM327655,GPL96,C0004763,1.0
dz:109,Endothelial cell,GSM249425|GSM249426|GSM249427|GSM249428|GSM249429|GSM249430|GSM249431|GSM249432|GSM249433|GSM249434|GSM249435|GSM249436|GSM249437|GSM249438|GSM249439|GSM249440|GSM249441|GSM249442|GSM249443|GSM249444|GSM249445|GSM249446|GSM249447|GSM249448|GSM249449|GSM249450|GSM249451,Joel.Dudley,sickle cell anemia,DOID:10923,GSE9877,human,GSM249452|GSM249453|GSM249454|GSM249455|GSM249456|GSM249457|GSM249458|GSM249459|GSM249460|GSM249461|GSM249462|GSM249463|GSM249464|GSM249465|GSM249466|GSM249467|GSM249468|GSM249469|GSM249470|GSM249471,GPL96,C0002895,1.0
dz:496,PD medullas,GSM488111|GSM488112|GSM488113|GSM488114|GSM488115|GSM488116|GSM488117|GSM488118|GSM488131|GSM488132,alanstern,Parkinson's disease,DOID:14330,GSE19587,human,GSM488119|GSM488120|GSM488121|GSM488122|GSM488123|GSM488124|GSM488125|GSM488126|GSM488127|GSM488128|GSM488129|GSM488130,GPL571,C0030567,1.0
dz:577,PBMC (peripheral blood mononuclear cells),GSM340184|GSM340185|GSM340186|GSM340187|GSM340189|GSM340190|GSM340191|GSM340192|GSM340193|GSM340194|GSM340195|GSM340196|GSM340197|GSM340198|GSM340199|GSM340200|GSM340201|GSM340202|GSM340203|GSM340204|GSM340205|GSM340206|GSM340207|GSM340237|GSM340238|GSM340239|GSM340240|GSM340241|GSM340242,MicrotaskManic,arthritis,DOID:848,GSE21521,human,GSM340272|GSM340273|GSM340275|GSM340276|GSM340277|GSM340278|GSM340279|GSM340282|GSM340284|GSM340285|GSM340286|GSM340287|GSM340288|GSM340289|GSM340290|GSM340291|GSM340293|GSM340294|GSM340296|GSM340297|GSM340298|GSM340299|GSM340301|GSM340303|GSM340304|GSM340306|GSM340307|GSM340310,GPL570,C0003864,1.0
dz:589,descending colon,GSM282876|GSM282877|GSM282878|GSM282879|GSM282880|GSM282881|GSM282882|GSM282883|GSM282884|GSM282885|GSM282886|GSM282887|GSM282888|GSM282889|GSM282890|GSM282902|GSM282903|GSM282907|GSM282909|GSM282912|GSM282920|GSM282924,MicrotaskManic,ulcerative colitis,DOID:8577,GSE11223,human,GSM282930|GSM282932|GSM282934|GSM282976|GSM282979|GSM282998|GSM283013|GSM283017|GSM283018|GSM283025|GSM283028|GSM283032|GSM283037|GSM283040|GSM283042|GSM283045|GSM283048|GSM283052|GSM283054,GPL1708,C0375359,1.0
dz:588,descending colon,GSM282876|GSM282877|GSM282878|GSM282879|GSM282880|GSM282881|GSM282882|GSM282883|GSM282884|GSM282885|GSM282886|GSM282887|GSM282888|GSM282889|GSM282890|GSM282902|GSM282903|GSM282907|GSM282909|GSM282912|GSM282920|GSM282924,MicrotaskManic,ulcerative colitis,DOID:8577,GSE11223,human,GSM282962|GSM282963|GSM282977|GSM282978|GSM282987|GSM282988|GSM282989|GSM282990|GSM282991|GSM282992|GSM282993|GSM282994|GSM282995|GSM283020|GSM283023,GPL1708,C0375359,1.0
dz:583,adipose stem cells,GSM1187676|GSM1187677|GSM1187678,saulc07,morbid obesity,DOID:11981,GSE48964,human,GSM1187673|GSM1187674|GSM1187675,GPL6244,C0028756,1.0
dz:572,peripheral blood leukocytes,GSM1130404|GSM1130405|GSM1130408|GSM1130409|GSM1130410|GSM1130415|GSM1130416|GSM1130417|GSM1130418|GSM1130421|GSM1130422|GSM1130423|GSM1130424|GSM1130425|GSM1130426|GSM1130427|GSM1130428|GSM1130429|GSM1130430|GSM1130431|GSM1130432|GSM1130433|GSM1130434|GSM1130435|GSM1130436|GSM1130437|GSM1130438|GSM1130439|GSM1130440|GSM1130441|GSM1130442|GSM1130443|GSM1130444|GSM1130445|GSM1130476|GSM1130483|GSM1130484|GSM1130487|GSM1130488,MicrotaskManic,bipolar disorder,DOID:3312,GSE46449,human,GSM1130419|GSM1130420|GSM1130464|GSM1130465|GSM1130468|GSM1130469,GPL570,C0236780,1.0
dz:581,skeletal muscle,GSM886610|GSM886611|GSM886612|GSM886613|GSM886614|GSM886615|GSM886616|GSM886617|GSM886618|GSM886619,saulc07,type 2 diabetes mellitus,DOID:9352,GSE36297,human,GSM886620|GSM886621|GSM886622|GSM886623|GSM886624|GSM886625,GPL571,C0011860,1.0
dz:580,PBMC (peripheral blood mononuclear cells),GSM340184|GSM340185|GSM340186|GSM340187|GSM340189|GSM340190|GSM340191|GSM340192|GSM340193|GSM340194|GSM340195|GSM340196|GSM340197|GSM340198|GSM340199|GSM340200|GSM340201|GSM340202|GSM340203|GSM340204|GSM340205|GSM340206|GSM340207|GSM340237|GSM340238|GSM340239|GSM340240|GSM340241|GSM340242,MicrotaskManic,arthritis,DOID:848,GSE21521,human,GSM537597|GSM537602,GPL570,C0003864,1.0
dz:587,terminal ileum,GSM282873|GSM282874|GSM282875|GSM282905|GSM282914|GSM282918,MicrotaskManic,ulcerative colitis,DOID:8577,GSE11223,human,GSM282957|GSM282958|GSM282960|GSM282971|GSM283015,GPL1708,C0375359,1.0
