id,cell_type,ctrl_ids,curator,drug_name,drugbank_id,geo_id,organism,pert_ids,platform,pubchem_cid,smiles,version
drug:3075,HeLa cells - 1 Hour,GSM50297|GSM50308|GSM50316|GSM50324,cadimo,Doxycycline,DB00254,GSE2624,human,GSM50302|GSM50312|GSM50320|GSM50328,GPL8300,5281011.0,CC1C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,1.0
drug:2691,NA,GSM219392|GSM219393|GSM219394,Axel,Chlorambucil,DB00291,GSE8832,human,GSM219395|GSM219396|GSM219397,GPL570,2708.0,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,1.0
drug:3672,Skeletal muscle - 48 Hour,GSM5047|GSM5048|GSM5049|GSM5071,cadimo,Methylprednisolone,DB00959,GSE490,rat,GSM5197|GSM5198|GSM5199,GPL85,6741.0,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1.0
drug:3074,HeLa cells - 0 Hour,GSM50270|GSM50306|GSM50315|GSM50323|GSM50331,cadimo,Doxycycline,DB00254,GSE2624,human,GSM50301|GSM50310|GSM50319|GSM50327,GPL8300,5281011.0,CC1C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,1.0
drug:2649,MV4 -11 leukemia cell line - Day 4,GSM739157|GSM739158|GSM739159,cadimo,Epz004777,,GSE29828,human,GSM739154|GSM739155|GSM739156,GPL570,56962336.0,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C3N=CN=C4N)O)O,1.0
drug:3664,Skeletal muscle - 5 Hour,GSM5047|GSM5048|GSM5049|GSM5071,cadimo,Methylprednisolone,DB00959,GSE490,rat,GSM5203|GSM5204|GSM5205,GPL85,6741.0,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1.0
drug:3236,Immortalized B cells (from MZ twin pairs - African American ancestry),GSM494452|GSM494454|GSM494456|GSM494458|GSM494460|GSM494462|GSM494464|GSM494466|GSM494468|GSM494470|GSM494472|GSM494474|GSM494476|GSM494478|GSM494480|GSM494482|GSM494484|GSM494486|GSM494488|GSM494490|GSM494492|GSM494494|GSM494496|GSM494498,cadimo,Thapsigargin,,GSE19519,human,GSM494453|GSM494455|GSM494457|GSM494459|GSM494461|GSM494463|GSM494465|GSM494467|GSM494469|GSM494471|GSM494473|GSM494475|GSM494477|GSM494479|GSM494481|GSM494483|GSM494485|GSM494487|GSM494489|GSM494491|GSM494493|GSM494495|GSM494497|GSM494499,GPL570,446378.0,CCCCCCCC(=O)OC1C2C(=C(C1OC(=O)C(=CC)C)C)C3C(C(CC2(C)OC(=O)C)OC(=O)CCC)(C(C(=O)O3)(C)O)O,1.0
drug:3667,Skeletal muscle - 7 Hour,GSM5047|GSM5048|GSM5049|GSM5071,cadimo,Methylprednisolone,DB00959,GSE490,rat,GSM5212|GSM5213|GSM5214,GPL85,6741.0,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1.0
drug:3378,WI-38  Lung fibroblasts - 0.5uM,GSM484752|GSM484813|GSM484814|GSM484815,cadimo,Bpde,,GSE19510,human,GSM486528|GSM486529|GSM486530,GPL570,41322.0,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)C(C5O)O)C=C2,1.0
drug:3379,WI-38  Lung fibroblasts - 0.1uM,GSM484752|GSM484813|GSM484814|GSM484815,cadimo,Bpde,,GSE19510,human,GSM486531|GSM486532|GSM486533,GPL570,41322.0,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)C(C5O)O)C=C2,1.0
drug:3076,HeLa cells - 3 Hours,GSM50298|GSM50299|GSM50317|GSM50325,cadimo,Doxycycline,DB00254,GSE2624,human,GSM50304|GSM50313|GSM50321|GSM50329,GPL8300,5281011.0,CC1C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,1.0
drug:3377,WI-38  Lung fibroblasts - 1uM,GSM484752|GSM484813|GSM484814|GSM484815,cadimo,Bpde,,GSE19510,human,GSM484816|GSM484817|GSM484818|GSM484819,GPL570,41322.0,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)C(C5O)O)C=C2,1.0
drug:3374,A673,GSM159856|GSM159857|GSM159858|GSM159859|GSM159860,AliDot,Cytarabine,DB00987,GSE6930,human,GSM159870|GSM159871|GSM159872,GPL4685,6253.0,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,1.0
drug:2648,Aortic valve interstitial cells,GSM786185|GSM786186|GSM786187,cadimo,Dapt,,GSE31668,rat,GSM786182|GSM786183|GSM786184,GPL1355,5311272.0,CC(C(=O)NC(C1=CC=CC=C1)C(=O)OC(C)(C)C)NC(=O)CC2=CC(=CC(=C2)F)F,1.0
drug:3370,Skeletal muscle - Vastus lateralis muscle biopsies - from diabetic patients,GSM555317|GSM555319|GSM555321|GSM555323|GSM555325|GSM555327|GSM555329|GSM555331|GSM555333|GSM555335|GSM555337|GSM555339|GSM555341|GSM555343|GSM555345,cadimo,Insulin,,GSE22309,human,GSM555318|GSM555320|GSM555322|GSM555324|GSM555326|GSM555328|GSM555330|GSM555332|GSM555334|GSM555336|GSM555338|GSM555340|GSM555342|GSM555344|GSM555346,GPL91,3989.0,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)N,1.0
drug:3371,A673,GSM159850|GSM159851|GSM159852|GSM159853|GSM159854|GSM159855,AliDot,"Puromycin, 2xec50, 1d",,GSE6930,human,GSM159911|GSM159912|GSM159913,GPL4685,439530.0,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O,1.0
drug:3116,H4IIEC3 liver cell line - 29uM,GSM1240502|GSM1240505|GSM1240508|GSM1240511,cadimo,Cobalt dichloride hexahydrate,,GSE51207,rat,GSM1240503|GSM1240506|GSM1240509|GSM1240512,GPL1355,24643.0,O.O.O.O.O.O.[Cl-].[Cl-].[Co+2],1.0
drug:3117,H4IIEC3 liver cell line - 62uM,GSM1240502|GSM1240505|GSM1240508|GSM1240511,cadimo,Cobalt dichloride hexahydrate,,GSE51207,rat,GSM1240504|GSM1240507|GSM1240510|GSM1240513,GPL1355,24643.0,O.O.O.O.O.O.[Cl-].[Cl-].[Co+2],1.0
drug:3110,Spinal cord - (30 mg/kg for 21 days),GSM718693|GSM718694,cadimo,Acrylamide,,GSE29004,rat,GSM718695|GSM718696,GPL1355,6579.0,C=CC(=O)N,1.0
drug:3111,Hypothalamus (postnatal day70 male rats exposed in utero to dioxin at gestational day15),GSM1168492|GSM1168493|GSM1168494,cadimo,"2,3,7,8-tetrachlorodibenzo-p-dioxin",,GSE48100,rat,GSM1168495|GSM1168496|GSM1168497,GPL6101,10852289.0,CC(C)C=CC(=O)ONC(=O)COC1=CC=C(C=C1)[N+](=O)[O-],1.0
drug:2767,stomach,GSM297524|GSM297525,Axel,Irinotecan,DB00762,GSE11722,rat,GSM297526|GSM297527,GPL1355,60838.0,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,1.0
drug:2519,K562 leukemia cell line (II) - 24 Hours,GSM34134|GSM34140|GSM34146,cadimo,Imatinib,DB00619,GSE1922,human,GSM34162|GSM34163|GSM34164,GPL96,5291.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1.0
drug:2517,K562 leukemia cell line (III) - 24 Hours,GSM34909|GSM34910|GSM34911,cadimo,Imatinib,DB00619,GSE1922,human,GSM34912|GSM34913|GSM34914,GPL96,5291.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1.0
drug:2516,K562 leukemia cell line (IV) - 24 Hours,GSM34915|GSM34916|GSM34917,cadimo,Imatinib,DB00619,GSE1922,human,GSM34918|GSM34919|GSM34920,GPL96,5291.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1.0
drug:2511,brain frontal cortex tissue,GSM48559|GSM48577|GSM48578|GSM48579,mmluxy,Olanzapine,,GSE2547,rat,GSM48580|GSM48581|GSM48582|GSM48583,GPL1355,4585.0,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,1.0
drug:2510,Chronic myelogenous leukemia CD34+CD38- cells,GSM521987|GSM521991|GSM521995,cadimo,Imatinib,DB00619,GSE20876,human,GSM521988|GSM521992|GSM521996,GPL570,5291.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1.0
drug:2513,K562 leukemia cell line (VII) - 24 Hours,GSM34933|GSM34934|GSM34935,cadimo,Imatinib,DB00619,GSE1922,human,GSM34936|GSM34937|GSM34938,GPL96,5291.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1.0
drug:2512,K562 leukemia cell line (VIII),GSM34939|GSM34940|GSM34941,cadimo,Imatinib,DB00619,GSE1922,human,GSM34942|GSM34943|GSM34944,GPL96,5291.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1.0
drug:3574,testicular Sertoli cells -  6 Hours,GSM104743|GSM104744,cadimo,Bisphenol a,,GSE4650,mouse,GSM104747|GSM104748,GPL339,6623.0,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,1.0
drug:3576,Testes (prepubertal) - 1 hour,GSM100955|GSM100956|GSM100957,cadimo,Mehp,,GSE4514,rat,GSM100969|GSM100970|GSM100971,GPL1355,20393.0,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,1.0
drug:3577,Testes (prepubertal) - 2 Hours,GSM100958|GSM100959|GSM100972,cadimo,Mehp,,GSE4514,rat,GSM100973|GSM100974|GSM100975,GPL1355,20393.0,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,1.0
drug:3570,Livers - 48 hours after exposure,GSM127079|GSM127080|GSM127081|GSM127082|GSM127083|GSM127084|GSM127085|GSM127086|GSM127087,cadimo,N-methylformamide,,GSE5509,rat,GSM127069|GSM127070|GSM127071|GSM127072|GSM127073,GPL1355,31254.0,CNC=O,1.0
drug:3571,primary fetal ASTROCYTES,GSM113365|GSM113366|GSM113367,cadimo,Chlorpyrifos,,GSE5023,human,GSM113371|GSM113372|GSM113373,GPL570,2730.0,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,1.0
drug:3572,primary fetal ASTROCYTES,GSM113365|GSM113366|GSM113367,cadimo,Cyfluthrin,,GSE5023,human,GSM113368|GSM113369|GSM113370,GPL570,104926.0,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,1.0
drug:3573,testicular Sertoli cells - 3 Hours,GSM104743|GSM104744,cadimo,Bisphenol a,,GSE4650,mouse,GSM104745|GSM104746,GPL339,6623.0,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,1.0
drug:2764,NA,GSM603097|GSM603099|GSM603101,Axel,Imatinib,DB00619,GSE24493,human,GSM603098|GSM603100|GSM603102,GPL570,5291.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1.0
drug:3578,Testes (prepubertal) - 3 Hours,GSM100960|GSM100961|GSM100962,cadimo,Mehp,,GSE4514,rat,GSM100976|GSM100977|GSM100978,GPL1355,20393.0,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,1.0
drug:2734,eralpha,GSM19191|GSM19291,Axel,Estradiol,DB00783,GSE1153,human,GSM19292|GSM19293,GPL91,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:2731,NA,GSM213330|GSM213331|GSM213332|GSM213333,Axel,Estradiol,DB00783,GSE8597,human,GSM213326|GSM213327|GSM213328|GSM213329,GPL570,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:3602,17.5 day fetal hearts - 6ug/kg,GSM60894|GSM60895|GSM60896|GSM60897|GSM60902|GSM60903|GSM60906|GSM60907,cadimo,"2,3,7,8-tetrachlorodibenzo-p-dioxin",,GSE2812,mouse,GSM60910|GSM60911|GSM60912|GSM60913,GPL81,10852289.0,CC(C)C=CC(=O)ONC(=O)COC1=CC=C(C=C1)[N+](=O)[O-],1.0
drug:2663,Ishikawa endometrial cells - 48 Hours 1uM,GSM439995|GSM439996|GSM439997|GSM439998,cadimo,Bisphenol a,,GSE17624,human,GSM440031|GSM440032|GSM440033|GSM440034,GPL570,6623.0,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,1.0
drug:2739,NA,GSM3870|GSM3871,Axel,Ethinyl estradiol,DB00977,GSE280,mouse,GSM3880|GSM3881,GPL75,,C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)O,1.0
drug:2738,NA,GSM87870|GSM87875|GSM87903|GSM87912|GSM87940,Axel,Ethanol,DB00898,GSE3846,human,GSM87865|GSM87889|GSM87898|GSM87915|GSM87936|GSM87945,GPL96,702.0,CCO,1.0
drug:3598,Myotubes (derived from C2C12 myoblasts) - 100uM,GSM67664|GSM67690|GSM67711|GSM67712,cadimo,Hydrogen peroxide,,GSE3078,mouse,GSM67668|GSM67719|GSM67720|GSM67721,GPL339,784.0,OO,1.0
drug:3599,Myotubes (derived from C2C12 myoblasts) - 1000uM,GSM67664|GSM67690|GSM67711|GSM67712,cadimo,Hydrogen peroxide,,GSE3078,mouse,GSM67669|GSM67722|GSM67723|GSM67724,GPL339,784.0,OO,1.0
drug:3527,HepG2 - liver carcinoma cells,GSM159303|GSM159305|GSM159306,cadimo,"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)",,GSE6907,human,GSM159336|GSM159337|GSM159338,GPL201,3136.0,COC1=C(C(=O)C2=CC=CC=C2C1=O)OC,1.0
drug:2641,MCF-7 BREAST CANCER cell line,GSM339721|GSM339722,cadimo,Doxorubicin,DB00997,GSE13477,human,GSM339727|GSM339765,GPL570,31703.0,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1.0
drug:2640,Hippocampus (of Sprauge-Dawley males) - 96 Hours after exposure,GSM338857|GSM338858|GSM338859,cadimo,Soman,,GSE13428,rat,GSM338889|GSM338890|GSM338891,GPL1355,7305.0,CC(C(C)(C)C)OP(=O)(C)F,1.0
drug:2643,A375 melanoma cell line - 1 Hour,GSM757113|GSM757114|GSM757115,cadimo,Mln4924,,GSE30531,human,GSM757128|GSM757129|GSM757130,GPL570,73014187.0,C1CC2=CC=CC=C2C1NC3=NC=NC4=C3C=CN4C5CC(C(C5)O)COS(=O)(=O)N,1.0
drug:2642,Metastatic alveolar soft part sarcoma (ASPS) biopsies,GSM807204|GSM807206|GSM807208|GSM807210|GSM807212|GSM807214,cadimo,Cediranib,,GSE32569,human,GSM807203|GSM807205|GSM807207|GSM807209|GSM807211|GSM807213,GPL570,9933475.0,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,1.0
drug:3427,Colon,GSM96781|GSM96782|GSM96783,MicrotaskManic,Quercetin,DB04216,GSE4262,mouse,GSM96784|GSM96785|GSM96786,GPL339,,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,1.0
drug:2712,NA,GSM185889|GSM185923|GSM185977,Axel,Dexamethasone,DB01234,GSE7683,mouse,GSM185924|GSM185964|GSM185976,GPL1261,5743.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,1.0
drug:3424,A673,GSM159861|GSM159862|GSM159863|GSM159864|GSM159865|GSM159866,AliDot,Cytarabine,DB00987,GSE6930,human,GSM159882|GSM159883|GSM159884,GPL4685,6253.0,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,1.0
drug:3065,Liver tissue,GSM978535|GSM978536|GSM978537|GSM978538|GSM978539|GSM978540|GSM978541,rcaneva,Streptozocin,DB00428,GSE39752,mouse,GSM978542|GSM978543|GSM978544|GSM978545|GSM978546|GSM978547,GPL6246,29327.0,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,1.0
drug:3425,HL-60 leukemia cells,GSM405501|GSM405502,MicrotaskManic,Curcumin,,GSE16160,human,GSM405497|GSM405498,GPL571,969516.0,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,1.0
drug:3513,MaF pre-induced pluripotent stem cells,GSM480935|GSM480936|GSM480937|GSM480938,MicrotaskManic,Vitamin c,DB00126,GSE19379,mouse,GSM480939|GSM480940|GSM480941|GSM480942,GPL6246,,OC[C@@H]([C@H]1OC(=O)C(=C1O)O)O,1.0
drug:3523,lung,GSM326943|GSM326945|GSM326947|GSM326949|GSM326951,MicrotaskManic,Perfluorooctanoic acid,,GSE13044,mouse,GSM326963|GSM326965|GSM326967|GSM326969|GSM326971,GPL1261,9554.0,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,1.0
drug:2779,NA,GSM262682|GSM262683|GSM262684|GSM262685|GSM262686|GSM262687,Axel,Medroxyprogesterone acetate,DB00603,GSE10392,mouse,GSM262676|GSM262677|GSM262678|GSM262679|GSM262680|GSM262681,GPL1261,,O=C1CC[C@]2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(OC(=O)C)C(=O)C)C)C,1.0
drug:2645,A375 melanoma cell line - 4 Hours,GSM757119|GSM757120|GSM757121,cadimo,Mln4924,,GSE30531,human,GSM757134|GSM757135|GSM757136,GPL570,73014187.0,C1CC2=CC=CC=C2C1NC3=NC=NC4=C3C=CN4C5CC(C(C5)O)COS(=O)(=O)N,1.0
drug:2715,aci,GSM92200|GSM92201|GSM92202,Axel,Diethylstilbestrol,DB00255,GSE4028,rat,GSM92203|GSM92204|GSM92205|GSM92206,GPL1355,448537.0,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,1.0
drug:2655,Ishikawa endometrial cells - 8 Hours 1uM,GSM439987|GSM439988|GSM439989|GSM439990,cadimo,Bisphenol a,,GSE17624,human,GSM440023|GSM440024|GSM440025|GSM440026,GPL570,6623.0,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,1.0
drug:2644,A375 melanoma cell line - 2 Hours,GSM757116|GSM757117|GSM757118,cadimo,Mln4924,,GSE30531,human,GSM757131|GSM757132|GSM757133,GPL570,73014187.0,C1CC2=CC=CC=C2C1NC3=NC=NC4=C3C=CN4C5CC(C(C5)O)COS(=O)(=O)N,1.0
drug:2714,NA,GSM847200|GSM847201|GSM847202|GSM847203,Axel,Dexamethasone,DB01234,GSE34313,human,GSM847204|GSM847205|GSM847206,GPL6480,5743.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,1.0
drug:2647,A375 melanoma cell line - 24 Hours,GSM757125|GSM757126|GSM757127,cadimo,Mln4924,,GSE30531,human,GSM757140|GSM757141|GSM757142,GPL570,73014187.0,C1CC2=CC=CC=C2C1NC3=NC=NC4=C3C=CN4C5CC(C(C5)O)COS(=O)(=O)N,1.0
drug:2624,primary human hepatocytes (PHH),GSM231324|GSM231326,AliDot,Ciprofloxacin,DB00537,GSE9166,human,GSM231332|GSM231333,GPL96,2764.0,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,1.0
drug:3346,MCF7 cells depleted of ERK2 - 4 Hours after treatment,GSM606113|GSM606114|GSM606115,cadimo,Estradiol,DB00783,GSE24592,human,GSM606116|GSM606117|GSM606118,GPL571,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:3575,testicular Sertoli cells -  12 Hours,GSM104743|GSM104744,cadimo,Bisphenol a,,GSE4650,mouse,GSM104749|GSM104750,GPL339,6623.0,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,1.0
drug:2646,A375 melanoma cell line - 8 Hours,GSM757122|GSM757123|GSM757124,cadimo,Mln4924,,GSE30531,human,GSM757137|GSM757138|GSM757139,GPL570,73014187.0,C1CC2=CC=CC=C2C1NC3=NC=NC4=C3C=CN4C5CC(C(C5)O)COS(=O)(=O)N,1.0
drug:2797,NA,GSM806188|GSM806189|GSM806190|GSM806191|GSM806192|GSM806193|GSM806194|GSM806195,Axel,Pioglitazone,DB01132,GSE32536,mouse,GSM806196|GSM806197|GSM806198|GSM806199|GSM806200|GSM806201|GSM806202|GSM806203,GPL1261,4829.0,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,1.0
drug:3306,Pancreatic Cancer Cell Lines,GSM1435693|GSM1435694|GSM1435695|GSM1435696|GSM1435697|GSM1435698|GSM1435699|GSM1435700|GSM1435701,gswaminath,Dasatinib,DB01254,GSE59357,human,GSM1435684|GSM1435685|GSM1435686|GSM1435687|GSM1435688|GSM1435689|GSM1435690|GSM1435691|GSM1435692,GPL10558,3062316.0,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,1.0
drug:3308,liver,GSM878116|GSM878117|GSM878118|GSM878119|GSM878120|GSM878121|GSM878122|GSM878123,gswaminath,Metformin,DB00331,GSE35961,mouse,GSM878124|GSM878125|GSM878126|GSM878127,GPL1261,4091.0,CN(C)C(=N)N=C(N)N,1.0
drug:3294,colon,GSM282865|GSM282866|GSM282867|GSM282868|GSM282869,garibr01,Cholestyramine,DB01432,GSE11223,human,GSM283030|GSM283033|GSM283035|GSM283036|GSM283038,GPL1708,,,1.0
drug:3297,lymphocytes,GSM217766|GSM217767|GSM217768|GSM217771|GSM217772|GSM217773,garibr01,Oprelvekin,DB00038,GSE8762,human,GSM217776|GSM217777|GSM217778|GSM217784|GSM217785|GSM217786,GPL570,,,1.0
drug:3296,colon,GSM283131|GSM283133|GSM283137|GSM283139|GSM283140,garibr01,Celecoxib,DB00482,GSE11237,human,GSM283136|GSM283138|GSM283142|GSM283145|GSM283147,GPL8300,2662.0,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,1.0
drug:3291,brainstem,GSM53440|GSM53441|GSM53442|GSM53443|GSM53444,garibr01,Phenytoin,DB00252,GSE2880,rat,GSM53412|GSM53413|GSM53414|GSM53415|GSM53416,GPL1355,1775.0,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,1.0
drug:3290,Liver,GSM978535|GSM978536|GSM978537|GSM978538|GSM978539,garibr01,Insulin regular,DB00030,GSE39752,mouse,GSM978543|GSM978544|GSM978545|GSM978546|GSM978547,GPL6246,,,1.0
drug:3293,jeujunum,GSM1144771|GSM1144772|GSM1144773|GSM1144777|GSM1144778|GSM1144779,garibr01,Carbidopa,DB00190,GSE47099,mouse,GSM1144768|GSM1144769|GSM1144770|GSM1144774|GSM1144775|GSM1144776,GPL6246,,NN[C@](C(=O)O)(Cc1ccc(c(c1)O)O)C.O,1.0
drug:3299,No Data,GSM31167|GSM31168|GSM31169|GSM31172,gswaminath,Cyclosporine,DB00091,GSE1809,mouse,GSM31170|GSM31171,GPL339,,C/C=C/CC(C(C1C(=NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=NC(C(=NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)O)C)O)O)O)O)C,1.0
drug:3343,Peripheral mononuclear blood cells (NAB+) - 3 Months of treatment,GSM641342|GSM641346|GSM641350|GSM641354,cadimo,Interferon beta-1b,DB00068,GSE26104,human,GSM641343|GSM641351|GSM641355,GPL570,,,1.0
drug:3347,MCF7 cells depleted of ERK2 - 24 Hours after treatment,GSM606129|GSM606130,cadimo,Estradiol,DB00783,GSE24592,human,GSM606131|GSM606132,GPL571,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:3169,Airway smooth muscle cells,GSM847200|GSM847201|GSM847202|GSM847203,shvetank,Dexamethasone,DB01234,GSE34313,human,GSM847207|GSM847208|GSM847209,GPL6480,5743.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,1.0
drug:3345,hNHEPS Hepatocytes - 6 Hours after exposure with 0.1 &Icirc;&frac14;M,GSM830929|GSM830930|GSM830931,cadimo,Vx,,GSE33606,human,GSM830932|GSM830933|GSM830934|GSM830935,GPL570,39793.0,CCOP(=O)(C)SCCN(C(C)C)C(C)C,1.0
drug:3344,MCF7 cells depleted of ERK1 - 4 Hours after treatment,GSM606119|GSM606120|GSM606121,cadimo,Estradiol,DB00783,GSE24592,human,GSM606122|GSM606123|GSM606124,GPL571,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:3349,HepG2 cells (metabolically competent) - 1.5 Hours after exposure,GSM149381|GSM149382|GSM149383,cadimo,"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)",,GSE6878,human,GSM149387|GSM149388,GPL570,37034.0,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,1.0
drug:3618,Lung (from C57BL/6J),GSM29706|GSM29707|GSM29708,cadimo,Simvastatin,,GSE1871,mouse,GSM29712|GSM29713|GSM29714,GPL1261,54454.0,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,1.0
drug:2826,NA,GSM4141|GSM4142,Axel,Tretinoin,DB00755,GSE484,mouse,GSM4143|GSM4144,GPL81,444795.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,1.0
drug:2508,Primary leukemic cells (purified from peripheral blood) - 48 Hours,GSM1557452|GSM1557458|GSM1557460|GSM1557464|GSM1557468|GSM1557472,cadimo,Vemurafenib,DB08881,GSE63790,human,GSM1557453|GSM1557454|GSM1557459|GSM1557461|GSM1557465|GSM1557469|GSM1557473,GPL570,,CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c1c[nH]c2c1cc(cn2)c1ccc(cc1)Cl)F,1.0
